# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-19 14:16:03 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01103010 MYSTIC RIVER AT ARLINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01103010
#    DD parameter   Description
#    01   00065     Gage height, feet
#    02   00060     Discharge, cubic feet per second
#    03   00055     Stream velocity, feet per second
#    06   00010     Temperature, water, degrees Celsius
#    07   00011     Temperature, water, degrees Fahrenheit
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00065	01_00065_cd	02_00060	02_00060_cd	03_00055	03_00055_cd	06_00010	06_00010_cd	07_00011	07_00011_cd
USGS	01103010	2016-02-03 01:45	EST	-1.37	P	-44	P	-0.26	P	2.8	P	36.5	P
USGS	01103010	2016-02-03 02:00	EST	-1.38	P	-31	P	-0.18	P	2.7	P	36.5	P
USGS	01103010	2016-02-03 02:15	EST	-1.38	P	19	P	0.11	P	2.8	P	36.5	P
USGS	01103010	2016-02-03 02:30	EST	-1.38	P	-31	P	-0.18	P	2.7	P	36.5	P
USGS	01103010	2016-02-03 02:45	EST	-1.39	P	-6.0	P	-0.03	P	2.7	P	36.5	P
USGS	01103010	2016-02-03 03:00	EST	-1.39	P	19	P	0.11	P	2.7	P	36.5	P
USGS	01103010	2016-02-03 03:15	EST	-1.38	P	19	P	0.11	P	2.7	P	36.5	P
USGS	01103010	2016-02-03 03:30	EST	-1.39	P	32	P	0.19	P	2.6	P	36.5	P
USGS	01103010	2016-02-03 03:45	EST	-1.38	P	6.8	P	0.04	P	2.6	P	36.5	P
USGS	01103010	2016-02-03 04:00	EST	-1.38	P	-31	P	-0.18	P	2.6	P	36.5	P
USGS	01103010	2016-02-03 04:15	EST	-1.38	P	-6.0	P	-0.03	P	2.6	P	36.4	P
USGS	01103010	2016-02-03 04:30	EST	-1.38	P	83	P	0.48	P	2.6	P	36.4	P
USGS	01103010	2016-02-03 04:45	EST	-1.37	P	-57	P	-0.33	P	2.6	P	36.4	P
USGS	01103010	2016-02-03 05:00	EST	-1.37	P	-19	P	-0.11	P	2.6	P	36.5	P
USGS	01103010	2016-02-03 05:15	EST	-1.36	P	-96	P	-0.55	P	2.6	P	36.5	P
USGS	01103010	2016-02-03 05:30	EST	-1.36	P	-57	P	-0.33	P	2.7	P	36.5	P
USGS	01103010	2016-02-03 05:45	EST	-1.35	P	-19	P	-0.11	P	2.7	P	36.5	P
USGS	01103010	2016-02-03 06:00	EST	-1.35	P	45	P	0.26	P	2.8	P	36.5	P
USGS	01103010	2016-02-03 06:15	EST	-1.35	P	-83	P	-0.48	P	2.8	P	36.5	P
USGS	01103010	2016-02-03 06:30	EST	-1.34	P	-58	P	-0.33	P	2.8	P	36.5	P
USGS	01103010	2016-02-03 06:45	EST	-1.34	P	6.8	P	0.04	P	2.8	P	36.5	P
USGS	01103010	2016-02-03 07:00	EST	-1.33	P	-45	P	-0.26	P	2.8	P	36.5	P
USGS	01103010	2016-02-03 07:15	EST	-1.32	P	-45	P	-0.26	P	2.8	P	36.6	P
USGS	01103010	2016-02-03 07:30	EST	-1.33	P	-71	P	-0.40	P	2.8	P	36.6	P
USGS	01103010	2016-02-03 07:45	EST	-1.30	P	-58	P	-0.33	P	2.8	P	36.6	P
USGS	01103010	2016-02-03 08:00	EST	-1.30	P	-45	P	-0.26	P	2.8	P	36.6	P
USGS	01103010	2016-02-03 08:15	EST	-1.29	P	-58	P	-0.33	P	2.9	P	36.6	P
USGS	01103010	2016-02-03 08:30	EST	-1.30	P	-58	P	-0.33	P	2.8	P	36.7	P
USGS	01103010	2016-02-03 08:45	EST	-1.28	P	-6.1	P	-0.03	P	2.9	P	36.7	P
USGS	01103010	2016-02-03 09:00	EST	-1.28	P	6.9	P	0.04	P	2.8	P	36.7	P
USGS	01103010	2016-02-03 09:15	EST	-1.27	P	-45	P	-0.26	P	2.9	P	36.7	P
USGS	01103010	2016-02-03 09:30	EST	-1.27	P	6.9	P	0.04	P	2.9	P	36.7	P
USGS	01103010	2016-02-03 09:45	EST	-1.27	P	-111	P	-0.62	P	2.9	P	36.7	P
USGS	01103010	2016-02-03 10:00	EST	-1.27	P	-137	P	-0.77	P	2.9	P	36.7	P
USGS	01103010	2016-02-03 10:15	EST	-1.28	P	-58	P	-0.33	P	2.9	P	36.7	P
USGS	01103010	2016-02-03 10:30	EST	-1.27	P	-45	P	-0.26	P	2.9	P	36.8	P
USGS	01103010	2016-02-03 10:45	EST	-1.27	P	6.9	P	0.04	P	2.9	P	36.8	P
USGS	01103010	2016-02-03 11:00	EST	-1.26	P	-72	P	-0.40	P	2.9	P	36.8	P
USGS	01103010	2016-02-03 11:15	EST	-1.26	P	-72	P	-0.40	P	2.9	P	36.9	P
USGS	01103010	2016-02-03 11:30	EST	-1.25	P	-59	P	-0.33	P	2.9	P	36.9	P
USGS	01103010	2016-02-03 11:45	EST	-1.28	P	6.9	P	0.04	P	2.9	P	36.9	P
USGS	01103010	2016-02-03 12:00	EST	-1.27	P	-58	P	-0.33	P	2.9	P	36.9	P
USGS	01103010	2016-02-03 12:15	EST	-1.29	P	-58	P	-0.33	P	2.9	P	37.0	P
USGS	01103010	2016-02-03 12:30	EST	-1.31	P	-71	P	-0.40	P	3.0	P	37.0	P
USGS	01103010	2016-02-03 12:45	EST	-1.32	P	-19	P	-0.11	P	3.1	P	37.0	P
USGS	01103010	2016-02-03 13:00	EST	-1.34	P	-83	P	-0.48	P	3.0	P	37.0	P
USGS	01103010	2016-02-03 13:15	EST	-1.36	P	-6.0	P	-0.03	P	3.1	P	37.0	P
USGS	01103010	2016-02-03 13:30	EST	-1.39	P	6.7	P	0.04	P	3.1	P	37.0	P
USGS	01103010	2016-02-03 13:45	EST	-1.40	P	108	P	0.63	P	3.1	P	37.0	P
USGS	01103010	2016-02-03 14:00	EST	-1.40	P	-31	P	-0.18	P	3.1	P	37.0	P
USGS	01103010	2016-02-03 14:15	EST	-1.41	P	-69	P	-0.40	P	3.1	P	37.0	P
USGS	01103010	2016-02-03 14:30	EST	-1.42	P	-44	P	-0.26	P	3.1	P	37.1	P
USGS	01103010	2016-02-03 14:45	EST	-1.43	P	-56	P	-0.33	P	3.1	P	37.1	P
USGS	01103010	2016-02-03 15:00	EST	-1.44	P	44	P	0.26	P	3.1	P	37.1	P
USGS	01103010	2016-02-03 15:15	EST	-1.45	P	6.6	P	0.04	P	3.2	P	37.1	P
USGS	01103010	2016-02-03 15:30	EST	-1.46	P	-43	P	-0.26	P	3.2	P	37.1	P
USGS	01103010	2016-02-03 15:45	EST	-1.47	P	44	P	0.26	P	3.1	P	37.1	P
USGS	01103010	2016-02-03 16:00	EST	-1.48	P	6.6	P	0.04	P	3.2	P	37.1	P
USGS	01103010	2016-02-03 16:15	EST	-1.49	P	-31	P	-0.18	P	3.2	P	37.2	P
USGS	01103010	2016-02-03 16:30	EST	-1.48	P	-80	P	-0.48	P	3.2	P	37.2	P
USGS	01103010	2016-02-03 16:45	EST	-1.47	P	-118	P	-0.70	P	3.2	P	37.2	P
USGS	01103010	2016-02-03 17:00	EST	-1.49	P	-43	P	-0.26	P	3.3	P	37.3	P
USGS	01103010	2016-02-03 17:15	EST	-1.49	P	6.6	P	0.04	P	3.3	P	37.3	P
USGS	01103010	2016-02-03 17:30	EST	-1.49	P	44	P	0.26	P	3.4	P	37.3	P
USGS	01103010	2016-02-03 17:45	EST	-1.47	P	-18	P	-0.11	P	3.4	P	37.4	P
USGS	01103010	2016-02-03 18:00	EST	-1.48	P	-5.8	P	-0.03	P	3.4	P	37.4	P
USGS	01103010	2016-02-03 18:15	EST	-1.47	P	-56	P	-0.33	P	3.4	P	37.4	P
USGS	01103010	2016-02-03 18:30	EST	-1.47	P	6.6	P	0.04	P	3.4	P	37.5	P
USGS	01103010	2016-02-03 18:45	EST	-1.45	P	32	P	0.19	P	3.5	P	37.5	P
USGS	01103010	2016-02-03 19:00	EST	-1.46	P	-43	P	-0.26	P	3.5	P	37.5	P
USGS	01103010	2016-02-03 19:15	EST	-1.46	P	19	P	0.11	P	3.5	P	37.6	P
USGS	01103010	2016-02-03 19:30	EST	-1.43	P	-81	P	-0.48	P	3.5	P	37.6	P
USGS	01103010	2016-02-03 19:45	EST	-1.43	P	19	P	0.11	P	3.6	P	37.9	P
USGS	01103010	2016-02-03 20:00	EST	-1.40	P	6.7	P	0.04	P	3.6	P	38.1	P
USGS	01103010	2016-02-03 20:15	EST	-1.39	P	19	P	0.11	P	3.8	P	38.3	P
USGS	01103010	2016-02-03 20:30	EST	-1.38	P	-19	P	-0.11	P	3.8	P	38.3	P
USGS	01103010	2016-02-03 20:45	EST	-1.37	P	6.8	P	0.04	P	3.7	P	38.2	P
USGS	01103010	2016-02-03 21:00	EST	-1.35	P	71	P	0.41	P	3.8	P	38.3	P
USGS	01103010	2016-02-03 21:15	EST	-1.34	P	-6.0	P	-0.03	P	3.9	P	38.6	P
USGS	01103010	2016-02-03 21:30	EST	-1.35	P	6.8	P	0.04	P	3.9	P	38.7	P
USGS	01103010	2016-02-03 21:45	EST	-1.32	P	-122	P	-0.70	P	3.7	P	38.4	P
USGS	01103010	2016-02-03 22:00	EST	-1.33	P	-19	P	-0.11	P	3.9	P	38.4	P
USGS	01103010	2016-02-03 22:15	EST	-1.29	P	-19	P	-0.11	P	3.8	P	38.4	P
USGS	01103010	2016-02-03 22:30	EST	-1.31	P	-6.1	P	-0.03	P	4.0	P	38.4	P
USGS	01103010	2016-02-03 22:45	EST	-1.29	P	-45	P	-0.26	P	4.1	P	38.8	P
USGS	01103010	2016-02-03 23:00	EST	-1.31	P	-58	P	-0.33	P	3.8	P	38.4	P
USGS	01103010	2016-02-03 23:15	EST	-1.30	P	72	P	0.41	P	3.9	P	38.5	P
USGS	01103010	2016-02-03 23:30	EST	-1.30	P	-110	P	-0.62	P	3.9	P	38.4	P
USGS	01103010	2016-02-03 23:45	EST	-1.31	P	20	P	0.11	P	3.9	P	38.5	P
USGS	01103010	2016-02-04 00:00	EST	-1.30	P	33	P	0.19	P	3.9	P	38.4	P
USGS	01103010	2016-02-04 00:15	EST	-1.30	P	-58	P	-0.33	P	3.9	P	38.3	P
USGS	01103010	2016-02-04 00:30	EST	-1.30	P	-32	P	-0.18	P	4.0	P	38.2	P
USGS	01103010	2016-02-04 00:45	EST	-1.31	P	-84	P	-0.48	P	3.9	P	38.1	P
USGS	01103010	2016-02-04 01:00	EST	-1.31	P	6.9	P	0.04	P	3.9	P	38.1	P
USGS	01103010	2016-02-04 01:15	EST	-1.31	P	-45	P	-0.26	P	3.9	P	37.9	P
USGS	01103010	2016-02-04 01:30	EST	-1.31	P	-71	P	-0.40	P	3.8	P	37.8	P
USGS	01103010	2016-02-04 01:45	EST	-1.32	P	-71	P	-0.40	P	3.8	P	37.7	P
USGS	01103010	2016-02-04 02:00	EST	-1.32	P	20	P	0.11	P	3.7	P	37.6	P
USGS	01103010	2016-02-04 02:15	EST	-1.34	P	-83	P	-0.48	P	3.6	P	37.5	P
USGS	01103010	2016-02-04 02:30	EST	-1.35	P	-19	P	-0.11	P	3.6	P	37.4	P
USGS	01103010	2016-02-04 02:45	EST	-1.35	P	-57	P	-0.33	P	3.5	P	37.4	P
USGS	01103010	2016-02-04 03:00	EST	-1.37	P	45	P	0.26	P	3.4	P	37.4	P
USGS	01103010	2016-02-04 03:15	EST	-1.38	P	-19	P	-0.11	P	3.4	P	37.4	P
USGS	01103010	2016-02-04 03:30	EST	-1.39	P	-95	P	-0.55	P	3.4	P	37.4	P
USGS	01103010	2016-02-04 03:45	EST	-1.39	P	-197	P			3.4	P	37.5	P
USGS	01103010	2016-02-04 04:00	EST	-1.40	P	-95	P	-0.55	P	3.4	P	37.5	P
USGS	01103010	2016-02-04 04:15	EST	-1.41	P	-57	P	-0.33	P	3.4	P	37.5	P
USGS	01103010	2016-02-04 04:30	EST	-1.41	P	-19	P	-0.11	P	3.4	P	37.5	P
USGS	01103010	2016-02-04 04:45	EST	-1.41	P	-5.9	P	-0.03	P	3.4	P	37.5	P
USGS	01103010	2016-02-04 05:00	EST	-1.41	P	-57	P	-0.33	P	3.4	P	37.5	P
USGS	01103010	2016-02-04 05:15	EST	-1.42	P	-82	P	-0.48	P	3.4	P	37.5	P
USGS	01103010	2016-02-04 05:30	EST	-1.41	P	6.7	P	0.04	P	3.4	P	37.5	P
USGS	01103010	2016-02-04 05:45	EST	-1.41	P	-183	P			3.4	P	37.6	P
USGS	01103010	2016-02-04 06:00	EST	-1.40	P	6.7	P	0.04	P	3.4	P	37.6	P
USGS	01103010	2016-02-04 06:15	EST	-1.40	P	-95	P	-0.55	P	3.5	P	37.6	P
USGS	01103010	2016-02-04 06:30	EST	-1.41	P	171	P	1.00	P	3.6	P	37.6	P
USGS	01103010	2016-02-04 06:45	EST	-1.39	P	-57	P	-0.33	P	3.6	P	37.6	P
USGS	01103010	2016-02-04 07:00	EST	-1.40	P	-120	P	-0.70	P	3.5	P	37.7	P
USGS	01103010	2016-02-04 07:15	EST	-1.39	P	-82	P	-0.48	P	3.6	P	37.7	P
USGS	01103010	2016-02-04 07:30	EST	-1.38	P	-121	P	-0.70	P	3.6	P	37.7	P
USGS	01103010	2016-02-04 07:45	EST	-1.38	P	-70	P	-0.40	P	3.6	P	37.8	P
USGS	01103010	2016-02-04 08:00	EST	-1.37	P	-6.0	P	-0.03	P	3.6	P	37.8	P
USGS	01103010	2016-02-04 08:15	EST	-1.37	P	-6.0	P	-0.03	P	3.6	P	37.9	P
USGS	01103010	2016-02-04 08:30	EST	-1.36	P	45	P	0.26	P	3.7	P	37.9	P
USGS	01103010	2016-02-04 08:45	EST	-1.36	P	-70	P	-0.40	P	3.7	P	37.9	P
USGS	01103010	2016-02-04 09:00	EST	-1.35	P	-6.0	P	-0.03	P	3.7	P	37.9	P
USGS	01103010	2016-02-04 09:15	EST	-1.35	P	-32	P	-0.18	P	3.8	P	38.0	P
USGS	01103010	2016-02-04 09:30	EST	-1.34	P	-6.0	P	-0.03	P	3.8	P	38.1	P
USGS	01103010	2016-02-04 09:45	EST	-1.34	P	-6.0	P	-0.03	P	3.9	P	38.2	P
USGS	01103010	2016-02-04 10:00	EST	-1.35	P	-134	P	-0.77	P	3.8	P	38.2	P
USGS	01103010	2016-02-04 10:15	EST	-1.33	P	6.8	P	0.04	P	3.9	P	38.3	P
USGS	01103010	2016-02-04 10:30	EST	-1.32	P	-97	P	-0.55	P	3.9	P	38.5	P
USGS	01103010	2016-02-04 10:45	EST	-1.33	P	-58	P	-0.33	P	3.9	P	38.5	P
USGS	01103010	2016-02-04 11:00	EST	-1.32	P	-97	P	-0.55	P	3.9	P	38.4	P
USGS	01103010	2016-02-04 11:15	EST	-1.30	P	-123	P	-0.70	P	4.0	P	38.3	P
USGS	01103010	2016-02-04 11:30	EST	-1.30	P	-32	P	-0.18	P	4.1	P	38.5	P
USGS	01103010	2016-02-04 11:45	EST	-1.29	P	-6.1	P	-0.03	P	3.9	P	38.5	P
USGS	01103010	2016-02-04 12:00	EST	-1.28	P	-58	P	-0.33	P	3.9	P	38.5	P
USGS	01103010	2016-02-04 12:15	EST	-1.27	P	-32	P	-0.18	P	4.1	P	38.7	P
USGS	01103010	2016-02-04 12:30	EST	-1.28	P	-6.1	P	-0.03	P	4.0	P	38.5	P
USGS	01103010	2016-02-04 12:45	EST	-1.28	P	-98	P	-0.55	P	4.1	P	38.5	P
USGS	01103010	2016-02-04 13:00	EST	-1.28	P	-45	P	-0.26	P	4.1	P	38.6	P
USGS	01103010	2016-02-04 13:15	EST	-1.29	P	-19	P	-0.11	P	4.1	P	38.6	P
USGS	01103010	2016-02-04 13:30	EST	-1.29	P	33	P	0.19	P	4.1	P	38.7	P
USGS	01103010	2016-02-04 13:45	EST	-1.30	P	-71	P	-0.40	P	4.2	P	38.8	P
USGS	01103010	2016-02-04 14:00	EST	-1.31	P	6.9	P	0.04	P	4.3	P	38.9	P
USGS	01103010	2016-02-04 14:15	EST	-1.33	P	46	P	0.26	P	4.2	P	38.7	P
USGS	01103010	2016-02-04 14:30	EST	-1.35	P	-32	P	-0.18	P	4.2	P	38.5	P
USGS	01103010	2016-02-04 14:45	EST	-1.37	P	71	P	0.41	P	4.1	P	38.4	P
USGS	01103010	2016-02-04 15:00	EST	-1.37	P	20	P	0.11	P	3.9	P	38.3	P
USGS	01103010	2016-02-04 15:15	EST	-1.38	P	-6.0	P	-0.03	P	3.9	P	38.2	P
USGS	01103010	2016-02-04 15:30	EST	-1.39	P	-82	P	-0.48	P	3.8	P	38.2	P
USGS	01103010	2016-02-04 15:45	EST	-1.40	P	-44	P	-0.26	P	3.8	P	38.2	P
USGS	01103010	2016-02-04 16:00	EST	-1.40	P	-6.0	P	-0.03	P	3.8	P	38.1	P
USGS	01103010	2016-02-04 16:15	EST	-1.41	P	-69	P	-0.40	P	3.8	P	38.1	P
USGS	01103010	2016-02-04 16:30	EST	-1.41	P	-120	P	-0.70	P	3.8	P	38.1	P
USGS	01103010	2016-02-04 16:45	EST	-1.41	P	-95	P	-0.55	P	3.8	P	38.1	P
USGS	01103010	2016-02-04 17:00	EST	-1.42	P	-82	P	-0.48	P	3.8	P	38.0	P
USGS	01103010	2016-02-04 17:15	EST	-1.42	P	-94	P	-0.55	P	3.8	P	38.0	P
USGS	01103010	2016-02-04 17:30	EST	-1.42	P	6.7	P	0.04	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 17:45	EST	-1.42	P	-19	P	-0.11	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 18:00	EST	-1.42	P	-69	P	-0.40	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 18:15	EST	-1.42	P	-56	P	-0.33	P	3.6	P	38.0	P
USGS	01103010	2016-02-04 18:30	EST	-1.41	P	32	P	0.19	P	3.6	P	38.0	P
USGS	01103010	2016-02-04 18:45	EST	-1.41	P	-95	P	-0.55	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 19:00	EST	-1.40	P	-69	P	-0.40	P	3.6	P	38.0	P
USGS	01103010	2016-02-04 19:15	EST	-1.40	P	-82	P	-0.48	P	3.6	P	38.0	P
USGS	01103010	2016-02-04 19:30	EST	-1.40	P	-44	P	-0.26	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 19:45	EST	-1.39	P	-31	P	-0.18	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 20:00	EST	-1.39	P	-184	P			3.7	P	38.0	P
USGS	01103010	2016-02-04 20:15	EST	-1.38	P	-108	P	-0.62	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 20:30	EST	-1.38	P	-95	P	-0.55	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 20:45	EST	-1.37	P	-121	P	-0.70	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 21:00	EST	-1.37	P	20	P	0.11	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 21:15	EST	-1.36	P	32	P	0.19	P	3.8	P	38.0	P
USGS	01103010	2016-02-04 21:30	EST	-1.36	P	58	P	0.33	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 21:45	EST	-1.35	P	71	P	0.41	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 22:00	EST	-1.35	P	-6.0	P	-0.03	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 22:15	EST	-1.35	P	-70	P	-0.40	P	3.6	P	38.0	P
USGS	01103010	2016-02-04 22:30	EST	-1.34	P	-122	P	-0.70	P	3.6	P	38.0	P
USGS	01103010	2016-02-04 22:45	EST	-1.33	P	-161	P	-0.92	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 23:00	EST	-1.33	P	-96	P	-0.55	P	3.7	P	38.0	P
USGS	01103010	2016-02-04 23:15	EST	-1.33	P	-96	P	-0.55	P	3.6	P	38.0	P
USGS	01103010	2016-02-04 23:30	EST	-1.32	P	-71	P	-0.40	P	3.6	P	38.0	P
USGS	01103010	2016-02-04 23:45	EST	-1.32	P	-6.1	P	-0.03	P	3.6	P	38.0	P
USGS	01103010	2016-02-05 00:00	EST	-1.32	P	20	P	0.11	P	3.6	P	38.0	P
USGS	01103010	2016-02-05 00:15	EST	-1.31	P	20	P	0.11	P	3.6	P	38.0	P
USGS	01103010	2016-02-05 00:30	EST	-1.31	P	-45	P	-0.26	P	3.6	P	37.9	P
USGS	01103010	2016-02-05 00:45	EST	-1.32	P	-97	P	-0.55	P	3.6	P	37.9	P
USGS	01103010	2016-02-05 01:00	EST	-1.33	P	-19	P	-0.11	P	3.6	P	37.8	P
USGS	01103010	2016-02-05 01:15	EST	-1.33	P	-6.1	P	-0.03	P	3.5	P	37.8	P
USGS	01103010	2016-02-05 01:30	EST	-1.34	P	20	P	0.11	P	3.5	P	37.8	P
USGS	01103010	2016-02-05 01:45	EST	-1.35	P	-32	P	-0.18	P	3.5	P	37.8	P
USGS	01103010	2016-02-05 02:00	EST	-1.36	P	32	P	0.19	P	3.5	P	37.7	P
USGS	01103010	2016-02-05 02:15	EST	-1.38	P	-57	P	-0.33	P	3.5	P	37.7	P
USGS	01103010	2016-02-05 02:30	EST	-1.39	P	32	P	0.19	P	3.4	P	37.7	P
USGS	01103010	2016-02-05 02:45	EST	-1.40	P	-44	P	-0.26	P	3.4	P	37.7	P
USGS	01103010	2016-02-05 03:00	EST	-1.41	P	32	P	0.19	P	3.4	P	37.7	P
USGS	01103010	2016-02-05 03:15	EST	-1.42	P	-82	P	-0.48	P	3.4	P	37.7	P
USGS	01103010	2016-02-05 03:30	EST	-1.43	P	-144	P	-0.84	P	3.4	P	37.7	P
USGS	01103010	2016-02-05 03:45	EST	-1.43	P	-5.9	P	-0.03	P	3.4	P	37.7	P
USGS	01103010	2016-02-05 04:00	EST	-1.43	P	19	P	0.11	P	3.4	P	37.7	P
USGS	01103010	2016-02-05 04:15	EST	-1.43	P	70	P	0.41	P	3.4	P	37.7	P
USGS	01103010	2016-02-05 04:30	EST	-1.44	P	69	P	0.41	P	3.4	P	37.7	P
USGS	01103010	2016-02-05 04:45	EST	-1.44	P	69	P	0.41	P	3.4	P	37.7	P
USGS	01103010	2016-02-05 05:00	EST	-1.43	P	-5.9	P	-0.03	P	3.4	P	37.6	P
USGS	01103010	2016-02-05 05:15	EST	-1.42	P	45	P	0.26	P	3.3	P	37.6	P
USGS	01103010	2016-02-05 05:30	EST	-1.42	P	-56	P	-0.33	P	3.3	P	37.6	P
USGS	01103010	2016-02-05 05:45	EST	-1.41	P	-19	P	-0.11	P	3.2	P	37.5	P
USGS	01103010	2016-02-05 06:00	EST	-1.40	P	32	P	0.19	P	3.1	P	37.4	P
USGS	01103010	2016-02-05 06:15	EST	-1.39	P	19	P	0.11	P	3.1	P	37.4	P
USGS	01103010	2016-02-05 06:30	EST	-1.38	P	-19	P	-0.11	P	3.0	P	37.3	P
USGS	01103010	2016-02-05 06:45	EST	-1.37	P	-57	P	-0.33	P	3.1	P	37.4	P
USGS	01103010	2016-02-05 07:00	EST	-1.35	P	6.8	P	0.04	P	3.1	P	37.3	P
USGS	01103010	2016-02-05 07:15	EST	-1.34	P	-83	P	-0.48	P	3.1	P	37.4	P
USGS	01103010	2016-02-05 07:30	EST	-1.33	P	71	P	0.41	P	3.1	P	37.4	P
USGS	01103010	2016-02-05 07:45	EST	-1.32	P	20	P	0.11	P	3.1	P	37.4	P
USGS	01103010	2016-02-05 08:00	EST	-1.30	P	20	P	0.11	P	3.1	P	37.5	P
USGS	01103010	2016-02-05 08:15	EST	-1.30	P	-45	P	-0.26	P	3.2	P	37.5	P
USGS	01103010	2016-02-05 08:30	EST	-1.28	P	-58	P	-0.33	P	3.2	P	37.4	P
USGS	01103010	2016-02-05 08:45	EST	-1.27	P	-19	P	-0.11	P	3.2	P	37.4	P
USGS	01103010	2016-02-05 09:00	EST	-1.26	P	-6.2	P	-0.03	P	3.2	P	37.4	P
USGS	01103010	2016-02-05 09:15	EST	-1.25	P	46	P	0.26	P	3.1	P	37.4	P
USGS	01103010	2016-02-05 09:30	EST	-1.25	P	-19	P	-0.11	P	3.1	P	37.4	P
USGS	01103010	2016-02-05 09:45	EST	-1.24	P	-72	P	-0.40	P	3.1	P	37.3	P
USGS	01103010	2016-02-05 10:00	EST	-1.24	P	-59	P	-0.33	P	3.1	P	37.4	P
USGS	01103010	2016-02-05 10:15	EST	-1.22	P	-99	P	-0.55	P	3.0	P	37.3	P
USGS	01103010	2016-02-05 10:30	EST	-1.22	P	34	P	0.19	P	3.0	P	37.2	P
USGS	01103010	2016-02-05 10:45	EST	-1.20	P	20	P	0.11	P	3.0	P	37.1	P
USGS	01103010	2016-02-05 11:00	EST	-1.18	P	20	P	0.11	P	2.9	P	37.1	P
USGS	01103010	2016-02-05 11:15	EST	-1.18	P	-33	P	-0.18	P	2.9	P	37.1	P
USGS	01103010	2016-02-05 11:30	EST	-1.17	P	101	P	0.55	P	2.8	P	36.9	P
USGS	01103010	2016-02-05 11:45	EST	-1.17	P	34	P	0.19	P	2.8	P	36.9	P
USGS	01103010	2016-02-05 12:00	EST	-1.16	P	-127	P	-0.70	P	2.8	P	36.8	P
USGS	01103010	2016-02-05 12:15	EST	-1.14	P	88	P	0.48	P	2.8	P	36.7	P
USGS	01103010	2016-02-05 12:30	EST	-1.14	P	-60	P	-0.33	P	2.7	P	36.7	P
USGS	01103010	2016-02-05 12:45	EST	-1.12	P	-88	P	-0.48	P	2.6	P	36.7	P
USGS	01103010	2016-02-05 13:00	EST	-1.13	P	-20	P	-0.11	P	2.6	P	36.6	P
USGS	01103010	2016-02-05 13:15	EST	-1.12	P	-47	P	-0.26	P	2.6	P	36.5	P
USGS	01103010	2016-02-05 13:30	EST	-1.12	P	34	P	0.19	P	2.5	P	36.4	P
USGS	01103010	2016-02-05 13:45	EST	-1.12	P	-6.4	P	-0.03	P	2.4	P	36.3	P
USGS	01103010	2016-02-05 14:00	EST	-1.13	P	7.2	P	0.04	P	2.2	P	36.1	P
USGS	01103010	2016-02-05 14:15	EST	-1.13	P	-60	P	-0.33	P	2.2	P	36.0	P
USGS	01103010	2016-02-05 14:30	EST	-1.13	P	-33	P	-0.18	P	2.3	P	36.1	P
USGS	01103010	2016-02-05 14:45	EST	-1.15	P	88	P	0.48	P	2.4	P	36.2	P
USGS	01103010	2016-02-05 15:00	EST	-1.18	P	20	P	0.11	P	2.4	P	36.3	P
USGS	01103010	2016-02-05 15:15	EST	-1.18	P	-6.3	P	-0.03	P	2.4	P	36.3	P
USGS	01103010	2016-02-05 15:30	EST	-1.19	P	-46	P	-0.26	P	2.2	P	36.4	P
USGS	01103010	2016-02-05 15:45	EST	-1.21	P	-99	P	-0.55	P	2.6	P	36.6	P
USGS	01103010	2016-02-05 16:00	EST	-1.24	P	33	P	0.19	P	2.6	P	36.7	P
USGS	01103010	2016-02-05 16:15	EST	-1.26	P	-19	P	-0.11	P	2.8	P	36.8	P
USGS	01103010	2016-02-05 16:30	EST	-1.26	P	-46	P	-0.26	P	2.8	P	36.8	P
USGS	01103010	2016-02-05 16:45	EST	-1.28	P	-84	P	-0.48	P	2.8	P	36.9	P
USGS	01103010	2016-02-05 17:00	EST	-1.32	P	6.9	P	0.04	P	2.8	P	36.9	P
