# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:46:54 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104415 CAMBRIDGE RES., UNNAMED TRIB 2, NR LEXINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104415
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00010     00001     Temperature, water, degrees Celsius (Maximum)
#    03   00010     00002     Temperature, water, degrees Celsius (Minimum)
#    03   00010     00003     Temperature, water, degrees Celsius (Mean)
#    04   00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#    04   00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00010_00001	03_00010_00001_cd	03_00010_00002	03_00010_00002_cd	03_00010_00003	03_00010_00003_cd	04_00095_00001	04_00095_00001_cd	04_00095_00002	04_00095_00002_cd	04_00095_00003	04_00095_00003_cd
USGS	01104415	2014-01-07	0.51	A	1.8	A	0.2	A	0.7	A	943	A	846	A	923	A
USGS	01104415	2014-01-08	0.31	A	1.2	A	0.2	A	0.6	A	930	A	896	A	913	A
USGS	01104415	2014-01-09	0.26	A	1.9	A	0.7	A	1.1	A	914	A	896	A	904	A
USGS	01104415	2014-01-10	0.24	A	2.6	A	0.6	A	1.7	A	930	A	820	A	923	A
USGS	01104415	2014-01-11	2.6	A	4.5	A	2.4	A	3.1	A	1220	A	455	A	859	A
USGS	01104415	2014-01-12	1.3	A	4.6	A	3.3	A	3.9	A	874	A	484	A	728	A
USGS	01104415	2014-01-13	0.45	A	5.3	A	2.9	A	4.1	A	990	A	874	A	936	A
USGS	01104415	2014-01-14	1.9	A	6.0	A	4.4	A	5.3	A	1010	A	401	A	818	A
USGS	01104415	2014-01-15	0.92	A	5.6	A	3.5	A	4.5	A	891	A	468	A	763	A
USGS	01104415	2014-01-16	0.52	A	5.2	A	4.1	A	4.7	A	962	A	884	A	933	A
USGS	01104415	2014-01-17	0.43	A	5.8	A	4.2	A	5.0	A	997	A	962	A	979	A
USGS	01104415	2014-01-18	0.58	A	4.4	A	2.8	A	3.7	A	2750	A	984	A	1490	A
USGS	01104415	2014-01-19	0.50	A	4.0	A	3.0	A	3.6	A	2020	A	1420	A	1720	A
USGS	01104415	2014-01-20	0.40	A	4.5	A	3.0	A	3.6	A	1480	A	1240	A	1300	A
USGS	01104415	2014-01-21	0.34	A	3.0	A	0.5	A	1.5	A	1280	A	1230	A	1240	A
USGS	01104415	2014-01-22	0.33	A	1.1	A	0.3	A	0.6	A	1480	A	1240	A	1310	A
USGS	01104415	2014-01-23	0.29	A	1.2	A	0.2	A	0.6	A	1330	A	1270	A	1300	A
USGS	01104415	2014-01-24	0.26	A	1.2	A	0.2	A	0.5	A	1340	A	1280	A	1310	A
USGS	01104415	2014-01-25	0.27	A	1.8	A	0.4	A	1.1	A	1310	A	1240	A	1280	A
USGS	01104415	2014-01-26	0.25	A	1.5	A	0.4	A	1.0	A	1300	A	1270	A	1280	A
USGS	01104415	2014-01-27	0.29	A	2.6	A	0.8	A	1.5	A	2230	A	1240	A	1500	A
USGS	01104415	2014-01-28	0.21	A	1.5	A	0.2	A	0.8	A	1480	A	1380	A	1430	A
USGS	01104415	2014-01-29	0.20	A	1.9	A	0.5	A	1.0	A	1390	A	1350	A	1370	A
USGS	01104415	2014-01-30	0.19	A	2.1	A	0.2	A	0.9	A	1510	A	1390	A	1460	A
USGS	01104415	2014-01-31	0.20	A	3.0	A	0.7	A	2.0	A	1500	A	1410	A	1460	A
USGS	01104415	2014-02-01	0.20	A	4.2	A	2.0	A	3.0	A	1450	A	1320	A	1400	A
USGS	01104415	2014-02-02	0.25	A	4.9	A	2.8	A	3.5	A	1420	A	1160	A	1350	A
USGS	01104415	2014-02-03	0.24	A	3.5	A	1.9	A	3.0	A	1950	A	1320	A	1470	A
USGS	01104415	2014-02-04	0.23	A	3.1	A	0.8	A	2.0	A	2340	A	1630	A	1860	A
USGS	01104415	2014-02-05	0.25	A:e	2.3	A	0.0	A	0.8	A	2720	A	1540	A	2030	A
USGS	01104415	2014-02-06	0.23	A	1.9	A	0.3	A	1.0	A	3860	A	2530	A	3000	A
USGS	01104415	2014-02-07	0.22	A	2.0	A	0.1	A	0.8	A	3630	A	2720	A	3060	A
USGS	01104415	2014-02-08	0.22	A	2.0	A	0.2	A	1.1	A	2730	A	2500	A	2620	A
USGS	01104415	2014-02-09	0.22	A:e	2.9	A	0.9	A	1.7	A	2540	A	2330	A	2460	A
USGS	01104415	2014-02-10	0.21	A	2.5	A	0.2	A	1.3	A	2650	A	2410	A	2540	A
USGS	01104415	2014-02-11	0.20	A:e	1.7	A	0.0	A	0.6	A	2700	A	2590	A	2640	A
USGS	01104415	2014-02-12	0.21	A:e	1.6	A	0.0	A	0.5	A	2720	A	2550	A	2640	A
USGS	01104415	2014-02-13	0.51	A	0.9	A	0.0	A	0.3	A	10500	A	2350	A	3500	A
USGS	01104415	2014-02-14	1.6	A	0.6	A	0.0	A	0.3	A	17800	A	5830	A	8810	A
USGS	01104415	2014-02-15	0.39	A	1.9	A	0.5	A	1.0	A	5830	A	3700	A	4350	A
USGS	01104415	2014-02-16	0.37	A	1.9	A	0.5	A	1.0	A	11200	A	3880	A	7370	A
USGS	01104415	2014-02-17	0.28	A:e	1.9	A	0.0	A	0.7	A	6360	A	3820	A	4610	A
USGS	01104415	2014-02-18	0.29	A:e	0.9	A	0.0	A	0.4	A	3880	A	3150	A	3490	A
USGS	01104415	2014-02-19	0.43	A:e	1.7	A	0.5	A	1.0	A	17000	A	3340	A	7250	A
USGS	01104415	2014-02-20	0.46	A:e	3.0	A	1.2	A	2.0	A	10100	A	5400	A	6810	A
USGS	01104415	2014-02-21	1.2	A	2.7	A	1.6	A	2.1	A	7100	A	2580	A	3970	A
USGS	01104415	2014-02-22	1.3	A	5.0	A	1.6	A	2.9	A	3130	A	2250	A	2710	A
USGS	01104415	2014-02-23	1.1	A	4.9	A	2.2	A	3.4	A	2690	A	2210	A	2460	A
USGS	01104415	2014-02-24	0.82	A	4.8	A	1.4	A	3.1	A	2580	A	2310	A	2500	A
USGS	01104415	2014-02-25	0.61	A	3.3	A	0.9	A	1.7	A	2580	A	2500	A	2530	A
USGS	01104415	2014-02-26	0.48	A:e	2.7	A	0.4	A	1.2	A	2550	A	2430	A	2480	A
USGS	01104415	2014-02-27	0.41	A	2.1	A	0.3	A	1.0	A	2550	A	2380	A	2450	A
USGS	01104415	2014-02-28	0.35	A	2.0	A	0.1	A	0.8	A	2550	A	2390	A	2450	A
USGS	01104415	2014-03-01	0.34	A	2.6	A	0.1	A	1.2	A	2570	A	2300	A	2430	A
USGS	01104415	2014-03-02	0.34	A	4.1	A	1.5	A	2.7	A	2340	A	2230	A	2290	A
USGS	01104415	2014-03-03	0.32	A	2.6	A	0.3	A	1.6	A	2440	A	2270	A	2330	A
USGS	01104415	2014-03-04	0.30	A	1.8	A	0.1	A	0.9	A	2530	A	2360	A	2430	A
USGS	01104415	2014-03-05	0.29	A	2.4	A	0.9	A	1.6	A	2400	A	2360	A	2380	A
USGS	01104415	2014-03-06	0.28	A	2.9	A	0.1	A	1.3	A	2500	A	2330	A	2420	A
USGS	01104415	2014-03-07	0.30	A	3.0	A	0.1	A	1.6	A	2500	A	2220	A	2350	A
USGS	01104415	2014-03-08	0.45	A	5.9	A	1.3	A	3.1	A	2300	A	1780	A	2110	A
USGS	01104415	2014-03-09	0.42	A	5.8	A	1.8	A	3.3	A	2160	A	1820	A	2020	A
USGS	01104415	2014-03-10	0.41	A	5.8	A	2.2	A	3.6	A	2220	A	1980	A	2090	A
USGS	01104415	2014-03-11	1.0	A	7.4	A	3.1	A	4.4	A	2170	A	1140	A	1800	A
USGS	01104415	2014-03-12	1.8	A	5.8	A	3.1	A	4.0	A	2560	A	794	A	1790	A
USGS	01104415	2014-03-13	1.9	A	3.1	A	0.6	A	1.9	A	2690	A	760	A	1930	A
USGS	01104415	2014-03-14	0.68	A	4.0	A	0.3	A	1.9	A	2260	A	1930	A	2100	A
USGS	01104415	2014-03-15	1.0	A	7.1	A	2.6	A	4.3	A	2010	A	1530	A	1820	A
USGS	01104415	2014-03-16	0.83	A	6.0	A	1.9	A	3.5	A	1930	A	1670	A	1810	A
USGS	01104415	2014-03-17	0.62	A	4.6	A	0.8	A	2.4	A	2130	A	1830	A	1990	A
USGS	01104415	2014-03-18	0.52	A	5.9	A	0.5	A	2.7	A	2210	A	1850	A	2030	A
USGS	01104415	2014-03-19	0.53	A	5.7	A	1.3	A	3.6	A	2130	A	1800	A	1940	A
USGS	01104415	2014-03-20	2.1	A	7.1	A	3.0	A	4.5	A	4530	A	1350	A	1740	A
USGS	01104415	2014-03-21	0.86	A	5.6	A	3.1	A	4.1	A	1840	A	1630	A	1750	A
USGS	01104415	2014-03-22	0.76	A	7.1	A	2.4	A	4.3	A	1960	A	1570	A	1780	A
USGS	01104415	2014-03-23	0.66	A	6.4	A	2.8	A	4.5	A	1920	A	1660	A	1770	A
USGS	01104415	2014-03-24	0.53	A	5.7	A	0.8	A	2.8	A	2140	A	1750	A	1960	A
USGS	01104415	2014-03-25	0.48	A	5.5	A	0.8	A	3.0	A	2180	A	1790	A	1980	A
USGS	01104415	2014-03-26	0.48	A:e	3.5	A	1.1	A	2.6	A	2160	A	1920	A	2010	A
USGS	01104415	2014-03-27	0.40	A:e	6.0	A	0.6	A	2.8	A	2270	A	1590	A	1930	A
USGS	01104415	2014-03-28	0.45	A	7.9	A	3.4	A	5.4	A	1720	A	1450	A	1630	A
USGS	01104415	2014-03-29	1.4	A	7.7	A	5.0	A	6.2	A	1950	A	593	A	1570	A
USGS	01104415	2014-03-30	9.8	A	5.2	A	4.0	A	4.6	A	593	A	79	A	234	A
USGS	01104415	2014-03-31	6.6	A	4.7	A	2.8	A	3.9	A	595	A	96	A	320	A
USGS	01104415	2014-04-01	2.5	A	9.1	A	4.0	A	6.1	A	1180	A	595	A	885	A
USGS	01104415	2014-04-02	1.8	A	8.6	A	4.5	A	6.3	A	1560	A	263	A	1380	A
USGS	01104415	2014-04-03	1.4	A	10.1	A	4.3	A	6.8	A	1650	A	1430	A	1550	A
USGS	01104415	2014-04-04	1.2	A	8.9	A	5.3	A	6.8	A	1880	A	1490	A	1580	A
USGS	01104415	2014-04-05	2.1	A	8.8	A	5.5	A	6.7	A	1820	A	797	A	1290	A
USGS	01104415	2014-04-06	1.1	A	10.3	A	4.3	A	6.9	A	1670	A	1490	A	1570	A
USGS	01104415	2014-04-07	0.91	A	9.0	A	5.1	A	7.1	A	1690	A	1550	A	1610	A
USGS	01104415	2014-04-08	2.2	A	10.8	A	7.1	A	8.7	A	1710	A	726	A	1230	A
USGS	01104415	2014-04-09	1.00	A	10.4	A	6.0	A	7.9	A	1600	A	1430	A	1520	A
USGS	01104415	2014-04-10	0.75	A	11.3	A	4.7	A	7.7	A	1760	A	1540	A	1640	A
USGS	01104415	2014-04-11	0.68	A	11.4	A	7.2	A	9.0	A	1670	A	1580	A	1630	A
USGS	01104415	2014-04-12	0.68	A	13.5	A	7.7	A	10.3	A	1790	A	1480	A	1610	A
USGS	01104415	2014-04-13	0.56	A	11.4	A	7.8	A	9.3	A	1730	A	1640	A	1680	A
USGS	01104415	2014-04-14	0.49	A	14.8	A	8.3	A	11.5	A	1760	A	1650	A	1690	A
USGS	01104415	2014-04-15	1.7	A	13.7	A	11.6	A	12.6	A	1770	A	469	A	1430	A
USGS	01104415	2014-04-16	3.5	A	11.6	A	5.2	A	8.3	A	1690	A	464	A	1150	A
USGS	01104415	2014-04-17	1.1	A	10.9	A	5.2	A	7.6	A	1660	A	1370	A	1510	A
USGS	01104415	2014-04-18	0.87	A	9.5	A	5.2	A	7.2	A	1740	A	1490	A	1620	A
USGS	01104415	2014-04-19	0.74	A	12.9	A	6.3	A	9.2	A	1730	A	1530	A	1620	A
USGS	01104415	2014-04-20	0.60	A	12.4	A	6.1	A	9.0	A	1780	A	1610	A	1680	A
USGS	01104415	2014-04-21	0.55	A	13.0	A	6.3	A	9.5	A	1780	A	1620	A	1700	A
USGS	01104415	2014-04-22	0.50	A	14.2	A	8.4	A	11.1	A	1770	A	1620	A	1710	A
USGS	01104415	2014-04-23	1.8	A	11.5	A	8.8	A	10.5	A	1990	A	710	A	1400	A
USGS	01104415	2014-04-24	0.59	A	12.6	A	6.8	A	9.4	A	1670	A	1450	A	1570	A
USGS	01104415	2014-04-25	0.47	A	13.0	A	6.9	A	9.8	A	1750	A	1630	A	1690	A
USGS	01104415	2014-04-26	0.81	A	9.9	A	8.5	A	9.0	A	1980	A	1210	A	1570	A
USGS	01104415	2014-04-27	0.96	A	9.8	A	8.0	A	8.6	A	1670	A	1050	A	1420	A
USGS	01104415	2014-04-28	0.50	A	11.8	A	6.9	A	9.3	A	1730	A	1570	A	1650	A
USGS	01104415	2014-04-29	0.41	A	9.3	A	7.5	A	8.2	A	1800	A	1630	A	1710	A
USGS	01104415	2014-04-30	0.75	A	9.0	A	7.3	A	7.9	A	1910	A	894	A	1720	A
USGS	01104415	2014-05-01	3.6	A	11.3	A	7.5	A	9.2	A	1320	A	449	A	824	A
USGS	01104415	2014-05-02	0.95	A	14.9	A	8.9	A	11.4	A	1450	A	1280	A	1380	A
USGS	01104415	2014-05-03	0.68	A	13.3	A	8.9	A	11.0	A	1580	A	1430	A	1510	A
USGS	01104415	2014-05-04	0.59	A	12.2	A	9.5	A	10.7	A	1630	A	1530	A	1590	A
USGS	01104415	2014-05-05	0.49	A	12.6	A	9.0	A	10.7	A	1720	A	1610	A	1660	A
USGS	01104415	2014-05-06	0.42	A	13.3	A	8.3	A	10.6	A	1780	A	1660	A	1710	A
USGS	01104415	2014-05-07	0.39	A	15.1	A	7.7	A	11.1	A	1810	A	1680	A	1750	A
USGS	01104415	2014-05-08	0.36	A	15.5	A	8.7	A	11.9	A	1860	A	1760	A	1810	A
USGS	01104415	2014-05-09	0.34	A	12.0	A	11.0	A	11.3	A	1910	A	1800	A	1840	A
USGS	01104415	2014-05-10	1.5	A	18.4	A	11.0	A	14.2	A	1880	A	361	A	1580	A
USGS	01104415	2014-05-11	0.57	A	18.1	A	13.3	A	15.4	A	1620	A	772	A	1340	A
USGS	01104415	2014-05-12	0.36	A	17.9	A	11.6	A	14.7	A	1810	A	1590	A	1690	A
USGS	01104415	2014-05-13	0.32	A	14.1	A	10.7	A	12.3	A	1880	A	1790	A	1840	A
USGS	01104415	2014-05-14	0.29	A	15.8	A	10.3	A	12.5	A	1940	A	1830	A	1880	A
USGS	01104415	2014-05-15	0.26	A	17.7	A	12.6	A	15.0	A	1980	A	1870	A	1920	A
USGS	01104415	2014-05-16	0.55	A	15.7	A	14.3	A	15.0	A	1980	A	810	A	1830	A
USGS	01104415	2014-05-17	2.4	A	18.9	A	14.2	A	16.6	A	1290	A	282	A	869	A
USGS	01104415	2014-05-18	0.42	A	15.7	A	11.9	A	13.9	A	1650	A	1290	A	1490	A
USGS	01104415	2014-05-19	0.34	A	14.3	A	11.3	A	12.8	A	1770	A	1640	A	1710	A
USGS	01104415	2014-05-20	0.32	A	16.1	A	11.1	A	13.5	A	1860	A	1740	A	1800	A
USGS	01104415	2014-05-21	0.29	A	16.4	A	11.3	A	13.8	A	1960	A	1860	A	1900	A
USGS	01104415	2014-05-22	0.28	A	14.6	A	12.2	A	13.3	A	2040	A	1810	A	1950	A
USGS	01104415	2014-05-23	0.26	A	13.8	A	12.2	A	12.9	A	1980	A	1880	A	1930	A
USGS	01104415	2014-05-24	0.25	A	14.2	A	11.7	A	12.7	A	2050	A	1880	A	1990	A
USGS	01104415	2014-05-25	0.23	A	15.4	A	11.9	A	13.2	A	2070	A	1910	A	1970	A
USGS	01104415	2014-05-26	0.21	A	15.6	A	12.4	A	14.0	A	2120	A	2000	A	2060	A
USGS	01104415	2014-05-27	0.36	A	15.8	A	12.7	A	14.0	A	2150	A	1370	A	2060	A
USGS	01104415	2014-05-28	0.58	A	12.7	A	10.3	A	11.7	A	1670	A	851	A	1320	A
USGS	01104415	2014-05-29	0.24	A	14.0	A	9.2	A	11.6	A	2010	A	1670	A	1850	A
USGS	01104415	2014-05-30	0.21	A	14.9	A	10.8	A	12.8	A	2110	A	1980	A	2060	A
USGS	01104415	2014-05-31	0.20	A	14.5	A	11.7	A	13.0	A	2250	A	2110	A	2180	A
USGS	01104415	2014-06-01	0.18	A	15.0	A	10.4	A	12.9	A	2330	A	2190	A	2270	A
USGS	01104415	2014-06-02	0.18	A	16.4	A	12.1	A	14.4	A	2380	A	2220	A	2320	A
USGS	01104415	2014-06-03	0.17	A	17.1	A	13.5	A	15.4	A	2440	A	2240	A	2370	A
USGS	01104415	2014-06-04	0.30	A	15.0	A	14.0	A	14.6	A	2670	A	1520	A	1870	A
USGS	01104415	2014-06-05	0.85	A	15.9	A	13.8	A	14.5	A	2030	A	376	A	1390	A
USGS	01104415	2014-06-06	0.25	A	16.2	A	13.3	A	14.8	A	1950	A	993	A	1620	A
USGS	01104415	2014-06-07	0.19	A	17.1	A	13.3	A	15.3	A	2230	A	1950	A	2110	A
USGS	01104415	2014-06-08	0.18	A	17.0	A	13.9	A	15.7	A	2390	A	2220	A	2310	A
USGS	01104415	2014-06-09	0.15	A	16.6	A	14.6	A	15.5	A	2570	A	2340	A	2440	A
USGS	01104415	2014-06-10	0.08	A	17.1	A	14.8	A	15.7	A	2600	A	2360	A	2460	A
USGS	01104415	2014-06-11	0.08	A	16.1	A	14.1	A	15.0	A	2770	A	2530	A	2650	A
USGS	01104415	2014-06-12	0.09	A	15.3	A	13.8	A	14.5	A	2750	A	2620	A	2660	A
USGS	01104415	2014-06-13	1.1	A	17.2	A	14.2	A	15.5	A	2710	A	324	A	1540	A
USGS	01104415	2014-06-14	0.19	A	16.6	A	14.9	A	15.6	A	2000	A	904	A	1590	A
USGS	01104415	2014-06-15	0.12	A	16.9	A	13.8	A	15.4	A	2350	A	2000	A	2190	A
USGS	01104415	2014-06-16	0.10	A	16.4	A	13.6	A	15.2	A	2560	A	2340	A	2450	A
USGS	01104415	2014-06-17	0.15	A	18.1	A	14.9	A	16.6	A	3020	A	1620	A	2150	A
USGS	01104415	2014-06-18	0.11	A	18.6	A	16.5	A	17.6	A	2360	A	2080	A	2280	A
USGS	01104415	2014-06-19	0.08	A	17.6	A	15.4	A	16.7	A	2570	A	2360	A	2490	A
USGS	01104415	2014-06-20	0.07	A	16.1	A	13.8	A	15.0	A	2710	A	2390	A	2650	A
USGS	01104415	2014-06-21	0.07	A	15.5	A	12.7	A	14.3	A	2830	A	2430	A	2740	A
USGS	01104415	2014-06-22	0.06	A	15.4	A	12.8	A	14.3	A	2920	A	2690	A	2820	A
USGS	01104415	2014-06-23	0.06	A	16.3	A	13.1	A	14.9	A	2930	A	2790	A	2830	A
USGS	01104415	2014-06-24	0.06	A	17.2	A	14.2	A	15.8	A	2890	A	2670	A	2840	A
USGS	01104415	2014-06-25	0.05	A	18.8	A	15.2	A	17.1	A	2890	A	2770	A	2830	A
USGS	01104415	2014-06-26	1.1	A	22.1	A	17.1	A	19.4	A	2830	A	294	A	1260	A
USGS	01104415	2014-06-27	0.11	A	17.4	A	15.4	A	16.5	A	2280	A	1630	A	2020	A
USGS	01104415	2014-06-28	0.06	A	17.3	A	14.2	A	15.9	A	2490	A	2270	A	2430	A
USGS	01104415	2014-06-29	0.05	A	17.7	A	14.7	A	16.4	A	2690	A	2460	A	2600	A
USGS	01104415	2014-06-30	0.04	A	18.8	A	15.6	A	17.3	A	2760	A	2500	A	2670	A
USGS	01104415	2014-07-01	0.04	A	19.5	A	16.5	A	18.2	A	2820	A	2620	A	2700	A
USGS	01104415	2014-07-02	0.04	A	21.0	A	17.6	A	19.3	A	2820	A	2660	A	2730	A
USGS	01104415	2014-07-03	0.27	A	23.1	A	18.1	A	19.4	A	2830	A	491	A	2660	A
USGS	01104415	2014-07-04	2.6	A	22.8	A	18.8	A	20.4	A	1830	A	137	A	803	A
USGS	01104415	2014-07-05	1.3	A	19.7	A	17.6	A	18.4	A	1500	A	241	A	801	A
USGS	01104415	2014-07-06	0.15	A	18.5	A	16.3	A	17.6	A	2180	A	1500	A	1880	A
USGS	01104415	2014-07-07	1.3	A	24.4	A	17.0	A	19.3	A	2370	A	198	A	1790	A
USGS	01104415	2014-07-08	0.29	A	21.8	A	19.6	A	20.5	A	1820	A	498	A	1290	A
USGS	01104415	2014-07-09	0.15	A	20.5	A	18.9	A	19.7	A	2320	A	1810	A	2100	A
USGS	01104415	2014-07-10	0.10	A	19.0	A	17.5	A	18.3	A	2490	A	2320	A	2430	A
USGS	01104415	2014-07-11	0.08	A	18.6	A	16.4	A	17.4	A	2640	A	2490	A	2580	A
USGS	01104415	2014-07-12	0.07	A	18.7	A	15.8	A	17.4	A	2750	A	2530	A	2660	A
USGS	01104415	2014-07-13	0.06	A	19.6	A	16.9	A	18.3	A	2770	A	2670	A	2720	A
USGS	01104415	2014-07-14	0.09	A	20.1	A	17.6	A	19.0	A	3200	A	2300	A	2640	A
USGS	01104415	2014-07-15	0.09	A	22.3	A	18.2	A	19.6	A	2500	A	1420	A	2430	A
USGS	01104415	2014-07-16	4.1	A	23.2	A	20.0	A	21.8	A	1760	A	69	A	617	A
USGS	01104415	2014-07-17	0.32	A	21.0	A	18.5	A	19.6	A	1670	A	656	A	1270	A
USGS	01104415	2014-07-18	0.18	A	18.9	A	16.9	A	18.0	A	2060	A	1670	A	1880	A
USGS	01104415	2014-07-19	0.13	A	18.1	A	16.6	A	17.4	A	2250	A	2040	A	2150	A
USGS	01104415	2014-07-20	0.09	A	18.0	A	16.4	A	17.1	A	2440	A	2250	A	2340	A
USGS	01104415	2014-07-21	0.06	A	18.3	A	16.0	A	17.2	A	2550	A	2420	A	2500	A
USGS	01104415	2014-07-22	0.05	A	19.1	A	16.2	A	17.8	A	2650	A	2540	A	2610	A
USGS	01104415	2014-07-23	0.05	A	20.6	A	17.7	A	19.2	A	2700	A	2630	A	2670	A
USGS	01104415	2014-07-24	0.04	A	19.4	A	17.4	A	18.4	A	2760	A	2680	A	2730	A
USGS	01104415	2014-07-25	0.04	A	18.2	A	15.7	A	17.1	A	2790	A	2570	A	2700	A
USGS	01104415	2014-07-26	0.03	A	18.6	A	15.9	A	17.3	A	2840	A	2570	A	2700	A
USGS	01104415	2014-07-27	0.99	A	22.2	A	16.8	A	18.8	A	2830	A	194	A	1860	A
USGS	01104415	2014-07-28	3.9	A	22.2	A	18.9	A	20.5	A	1510	A	81	A	885	A
USGS	01104415	2014-07-29	0.19	A	19.7	A	17.6	A	18.7	A	1840	A	1180	A	1560	A
USGS	01104415	2014-07-30	0.12	A	18.1	A	16.2	A	17.3	A	2170	A	1840	A	2000	A
USGS	01104415	2014-07-31	0.09	A	18.4	A	15.8	A	17.2	A	2360	A	2170	A	2270	A
USGS	01104415	2014-08-01	1.0	A	22.6	A	16.8	A	18.6	A	2440	A	170	A	1980	A
USGS	01104415	2014-08-02	0.22	A	20.6	A	17.4	A	18.8	A	1760	A	559	A	1250	A
USGS	01104415	2014-08-03	0.14	A	18.0	A	16.6	A	17.3	A	2170	A	1760	A	1980	A
USGS	01104415	2014-08-04	0.11	A	18.9	A	16.6	A	17.8	A	2370	A	2170	A	2260	A
USGS	01104415	2014-08-05	0.08	A	19.5	A	17.2	A	18.4	A	2500	A	2370	A	2440	A
USGS	01104415	2014-08-06	0.06	A	18.9	A	17.2	A	18.1	A	2560	A	2470	A	2530	A
USGS	01104415	2014-08-07	0.06	A	17.9	A	15.9	A	16.8	A	2650	A	2520	A	2600	A
USGS	01104415	2014-08-08	0.05	A	18.0	A	15.1	A	16.6	A	2700	A	2450	A	2620	A
USGS	01104415	2014-08-09	0.05	A	18.2	A	15.4	A	17.0	A	2730	A	2550	A	2630	A
USGS	01104415	2014-08-10	0.04	A	18.6	A	15.9	A	17.3	A	2740	A	2530	A	2650	A
USGS	01104415	2014-08-11	0.04	A	19.1	A	16.1	A	17.6	A	2750	A	2510	A	2650	A
USGS	01104415	2014-08-12	0.04	A	19.0	A	16.6	A	17.7	A	2720	A	2550	A	2650	A
USGS	01104415	2014-08-13	2.5	A	20.4	A	17.0	A	19.1	A	2710	A	151	A	1090	A
USGS	01104415	2014-08-14	0.22	A	19.3	A	16.5	A	18.0	A	1720	A	488	A	1210	A
USGS	01104415	2014-08-15	0.11	A	17.3	A	15.7	A	16.3	A	2200	A	1720	A	1940	A
USGS	01104415	2014-08-16	0.08	A	17.2	A	15.2	A	16.3	A	2410	A	2150	A	2310	A
USGS	01104415	2014-08-17	0.06	A	17.6	A	15.9	A	16.7	A	2550	A	2380	A	2480	A
USGS	01104415	2014-08-18	0.05	A	17.7	A	15.2	A	16.3	A	2610	A	2400	A	2550	A
USGS	01104415	2014-08-19	0.05	A	17.3	A	14.1	A	15.7	A	2670	A	2500	A	2590	A
USGS	01104415	2014-08-20	0.04	A	17.8	A	14.6	A	16.2	A	2730	A	2480	A	2640	A
USGS	01104415	2014-08-21	0.04	A	16.9	A	14.6	A	15.9	A	2730	A	2540	A	2660	A
USGS	01104415	2014-08-22	0.22	A	18.1	A	16.1	A	17.3	A	2650	A	502	A	1430	A
USGS	01104415	2014-08-23	0.04	A	17.6	A	15.8	A	16.6	A	2160	A	1660	A	1970	A
USGS	01104415	2014-08-24	0.04	A	17.8	A	14.8	A	16.3	A	2390	A	2150	A	2330	A
USGS	01104415	2014-08-25	0.03	A	19.0	A	15.4	A	17.1	A	2540	A	2330	A	2460	A
USGS	01104415	2014-08-26	0.03	A	19.9	A	16.3	A	17.9	A	2620	A	2360	A	2490	A
USGS	01104415	2014-08-27	0.04	A	20.8	A	17.0	A	18.8	A	2600	A	1920	A	2470	A
USGS	01104415	2014-08-28	0.05	A	20.2	A	16.4	A	18.6	A	2860	A	1900	A	2090	A
USGS	01104415	2014-08-29	0.03	A	17.4	A	15.0	A	16.1	A	2280	A	2010	A	2170	A
USGS	01104415	2014-08-30	0.03	A	18.9	A	14.6	A	16.3	A	2380	A	2170	A	2290	A
USGS	01104415	2014-08-31	1.6	A	24.1	A	16.3	A	18.3	A	2450	A	123	A	2120	A
USGS	01104415	2014-09-01	0.33	A	22.9	A	19.7	A	20.8	A	1620	A	229	A	1120	A
USGS	01104415	2014-09-02	0.07	A	21.3	A	18.8	A	19.9	A	2090	A	1620	A	1850	A
USGS	01104415	2014-09-03	0.05	A	20.1	A	18.0	A	19.1	A	2250	A	2090	A	2200	A
USGS	01104415	2014-09-04	0.04	A	19.7	A	16.6	A	18.0	A	2380	A	2250	A	2320	A
USGS	01104415	2014-09-05	0.03	A	20.9	A	17.0	A	18.8	A	2420	A	2270	A	2370	A
USGS	01104415	2014-09-06	1.1	A	24.6	A	18.7	A	20.9	A	2480	A	124	A	1930	A
