# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:07:12 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104430 HOBBS BK BELOW CAMBRIDGE RES NR KENDALL GREEN, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104430
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00010     00001     Temperature, water, degrees Celsius (Maximum)
#    03   00010     00002     Temperature, water, degrees Celsius (Minimum)
#    03   00010     00003     Temperature, water, degrees Celsius (Mean)
#    04   00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#    04   00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#    13   00020     00001     Temperature, air, degrees Celsius (Maximum)
#    13   00020     00002     Temperature, air, degrees Celsius (Minimum)
#    13   00020     00003     Temperature, air, degrees Celsius (Mean)
#    14   00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00010_00001	03_00010_00001_cd	03_00010_00002	03_00010_00002_cd	03_00010_00003	03_00010_00003_cd	04_00095_00001	04_00095_00001_cd	04_00095_00002	04_00095_00002_cd	04_00095_00003	04_00095_00003_cd	13_00020_00001	13_00020_00001_cd	13_00020_00002	13_00020_00002_cd	13_00020_00003	13_00020_00003_cd	14_00045_00006	14_00045_00006_cd
USGS	01104430	2014-07-20	12	A	25.0	A	24.2	A	24.5	A	854	A	836	A	844	A	24.2	A	17.0	A	20.5	A	0.00	A
USGS	01104430	2014-07-21	12	A	25.0	A	23.8	A	24.4	A	854	A	833	A	841	A	25.8	A	16.1	A	20.6	A	0.00	A
USGS	01104430	2014-07-22	12	A	24.9	A	24.1	A	24.4	A	855	A	843	A	849	A	30.2	A	16.4	A	24.1	A	0.00	A
USGS	01104430	2014-07-23	12	A	25.0	A	23.9	A	24.4	A	854	A	842	A	849	A	31.5	A	21.0	A	26.1	A	0.00	A
USGS	01104430	2014-07-24	17	A	25.2	A	24.0	A	24.7	A	861	A	845	A	852	A	24.3	A	17.0	A	21.9	A	0.01	A
USGS	01104430	2014-07-25	20	A	24.4	A	23.6	A	24.0	A	864	A	848	A	857	A	26.4	A	14.5	A	20.7	A	0.00	A
USGS	01104430	2014-07-26	20	A	24.1	A	23.5	A	23.9	A	863	A	854	A	859	A	27.6	A	15.6	A	21.8	A	0.00	A
USGS	01104430	2014-07-27	20	A	24.2	A	23.5	A	23.9	A	862	A	851	A	858	A	24.7	A	18.6	A	21.4	A	0.15	A
USGS	01104430	2014-07-28	20	A	24.3	A	23.4	A	23.8	A	859	A	840	A	852	A	27.3	A	19.6	A	22.8	A	1.24	A
USGS	01104430	2014-07-29	20	A	24.2	A	23.2	A	23.7	A	854	A	840	A	848	A	24.3	A	16.4	A	20.2	A	0.00	A
USGS	01104430	2014-07-30	20	A	24.2	A	23.4	A	23.8	A	851	A	836	A	845	A	24.6	A	14.0	A	19.4	A	0.00	A
USGS	01104430	2014-07-31	20	A	24.1	A	23.2	A	23.7	A	852	A	838	A	846	A	26.3	A	13.4	A	20.7	A	0.00	A
USGS	01104430	2014-08-01	20	A	24.1	A	23.2	A	23.7	A	853	A	834	A	846	A	28.4	A	17.2	A	21.5	A	0.50	A
USGS	01104430	2014-08-02	20	A	24.0	A	23.5	A	23.7	A	852	A	840	A	846	A	21.0	A	17.6	A	19.4	A	0.03	A
USGS	01104430	2014-08-03	19	A	23.7	A	23.3	A	23.5	A	852	A	838	A	844	A	23.3	A	15.6	A	19.2	A	0.00	A
USGS	01104430	2014-08-04	19	A	23.9	A	23.2	A	23.5	A	853	A	839	A	847	A	28.0	A	17.2	A	22.6	A	0.00	A
USGS	01104430	2014-08-05	19	A	24.1	A	23.4	A	23.7	A	853	A	840	A	846	A	29.1	A	19.4	A	24.3	A	0.00	A
USGS	01104430	2014-08-06	19	A	24.6	A	23.6	A	24.1	A	853	A	841	A	847	A	26.3	A	19.0	A	22.6	A	0.00	A
USGS	01104430	2014-08-07	19	A	24.5	A	23.8	A	24.0	A	854	A	840	A	847	A	24.5	A	14.2	A	19.1	A	0.08	A
USGS	01104430	2014-08-08	19	A	24.2	A	23.5	A	23.9	A	849	A	837	A	842	A	26.3	A	13.4	A	20.1	A	0.00	A
USGS	01104430	2014-08-09	19	A	24.4	A	23.7	A	24.0	A	850	A	836	A	843	A	27.1	A	15.3	A	21.6	A	0.00	A
USGS	01104430	2014-08-10	19	A	24.4	A	23.8	A	24.0	A	852	A	821	A	833	A	28.1	A	15.2	A	22.1	A	0.00	A
USGS	01104430	2014-08-11	18	A	24.5	A	23.5	A	24.0	A	861	A	842	A	853	A	28.9	A	16.2	A	22.2	A	0.00	A
USGS	01104430	2014-08-12	19	A	24.2	A	23.6	A	23.9	A	864	A	852	A	858	A	26.1	A	16.2	A	21.6	A	0.00	A
USGS	01104430	2014-08-13	14	A	24.4	A	23.6	A	24.0	A	862	A	844	A	853	A	21.5	A	17.1	A	19.5	A	1.48	A
USGS	01104430	2014-08-14	11	A	23.7	A	23.1	A	23.4	A	855	A	843	A	849	A	22.6	A	13.3	A	18.0	A	0.00	A
USGS	01104430	2014-08-15	11	A	23.7	A	23.0	A	23.3	A	854	A	845	A	849	A	21.5	A	13.4	A	17.1	A	0.01	A
USGS	01104430	2014-08-16	15	A	23.2	A	22.6	A	22.8	A	853	A	848	A	850	A	23.7	A	13.8	A	18.8	A	0.00	A
USGS	01104430	2014-08-17	18	A	23.0	A	22.5	A	22.7	A	854	A	846	A	851	A	24.6	A	15.6	A	20.0	A	0.00	A
USGS	01104430	2014-08-18	18	A	23.2	A	22.4	A	22.8	A	854	A	846	A	850	A	23.7	A	14.1	A	18.8	A	0.00	A
USGS	01104430	2014-08-19	18	A	23.2	A	22.5	A	22.8	A	854	A	846	A	850	A	24.4	A	10.4	A	17.8	A	0.00	A
USGS	01104430	2014-08-20	17	A	23.6	A	22.4	A	22.9	A	853	A	842	A	848	A	25.3	A	12.4	A	19.1	A	0.00	A
USGS	01104430	2014-08-21	17	A	23.4	A	22.7	A	23.0	A	853	A	843	A	849	A	23.8	A	12.8	A	19.1	A	0.00	A
USGS	01104430	2014-08-22	17	A	23.5	A	22.7	A	23.1	A	854	A	845	A	849	A	22.2	A	16.4	A	19.1	A	0.14	A
USGS	01104430	2014-08-23	17	A	23.4	A	22.7	A	23.0	A	852	A	847	A	850	A	22.4	A	13.7	A	18.5	A	0.00	A
USGS	01104430	2014-08-24	17	A	23.4	A	22.5	A	22.8	A	856	A	847	A	852	A	25.5	A	13.3	A	19.2	A	0.00	A
USGS	01104430	2014-08-25	17	A	23.6	A	22.4	A	22.8	A	861	A	845	A	853	A	29.6	A	15.1	A	22.4	A	0.00	A
USGS	01104430	2014-08-26	17	A	23.4	A	22.5	A	22.9	A	864	A	849	A	856	A	29.8	A	16.3	A	23.0	A	0.00	A
USGS	01104430	2014-08-27	31	A	23.5	A	22.6	A	23.0	A	862	A	841	A	852	A	30.2	A	17.6	A	23.7	A	0.29	A
USGS	01104430	2014-08-28	16	A	24.3	A	23.3	A	23.7	A	858	A	839	A	850	A	25.1	A	17.0	A	21.5	A	0.00	A
USGS	01104430	2014-08-29	16	A	24.0	A	23.3	A	23.6	A	855	A	848	A	852	A	21.9	A	13.3	A	17.6	A	0.00	A
USGS	01104430	2014-08-30	16	A	23.6	A	22.9	A	23.2	A	852	A	845	A	848	A	24.4	A	11.6	A	18.2	A	0.00	A
USGS	01104430	2014-08-31	16	A	23.3	A	22.7	A	23.0	A	852	A	841	A	848	A	27.6	A	18.0	A	23.1	A	0.60	A
USGS	01104430	2014-09-01	16	A	23.8	A	22.9	A	23.3	A	846	A	834	A	841	A	29.4	A	21.0	A	24.3	A	0.00	A
USGS	01104430	2014-09-02	16	A	23.8	A	23.3	A	23.5	A	844	A	835	A	840	A	30.9	A	21.2	A	24.3	A	0.31	A
USGS	01104430	2014-09-03	16	A	24.3	A	23.4	A	23.8	A	845	A	834	A	840	A	26.7	A	17.8	A	22.5	A	0.00	A
USGS	01104430	2014-09-04	15	A	24.3	A	23.7	A	24.0	A	845	A	836	A	840	A	27.8	A	14.8	A	21.5	A	0.00	A
USGS	01104430	2014-09-05	15	A	24.2	A	23.7	A	23.9	A	845	A	836	A	840	A	29.9	A	17.4	A	23.6	A	0.00	A
USGS	01104430	2014-09-06	15	A	24.8	A	23.8	A	24.1	A	844	A	826	A	838	A	30.5	A	19.9	A	25.2	A	1.17	A
USGS	01104430	2014-09-07	15	A	25.0	A	24.2	A	24.6	A	837	A	827	A	832	A	23.8	A	14.1	A	19.4	A	0.06	A
USGS	01104430	2014-09-08	15	A	24.9	A	24.1	A	24.5	A	837	A	825	A	832	A	22.1	A	12.6	A	17.7	A	0.00	A
USGS	01104430	2014-09-09	15	A	24.5	A	23.7	A	24.1	A	836	A	829	A	833	A	20.5	A	13.7	A	17.4	A	0.00	A
USGS	01104430	2014-09-10	15	A	23.8	A	23.3	A	23.5	A	839	A	832	A	835	A	21.2	A	15.4	A	17.6	A	0.00	A
USGS	01104430	2014-09-11	15	A	23.4	A	22.8	A	23.1	A	843	A	831	A	837	A	24.7	A	16.6	A	20.3	A	0.00	A
USGS	01104430	2014-09-12	21	A	23.2	A	22.5	A	22.8	A	843	A	835	A	839	A	20.1	A	12.0	A	16.6	A	0.00	A
USGS	01104430	2014-09-13	27	A	22.7	A	21.9	A	22.3	A	845	A	838	A	841	A	18.1	A	9.5	A	14.3	A	0.17	A
USGS	01104430	2014-09-14	27	A	22.0	A	21.4	A	21.7	A	845	A	841	A	843	A	17.5	A	9.9	A	13.3	A	0.00	A
USGS	01104430	2014-09-15	27	A	21.4	A	20.8	A	21.1	A	852	A	840	A	844	A	17.3	A	6.9	A	12.0	A	0.00	A
USGS	01104430	2014-09-16	27	A	20.9	A	20.4	A	20.7	A	862	A	845	A	858	A	18.1	A	9.9	A	13.6	A	0.01	A
USGS	01104430	2014-09-17	27	A	20.6	A	20.1	A	20.3	A	865	A	858	A	861	A	20.3	A	9.8	A	14.4	A	0.00	A
USGS	01104430	2014-09-18	27	A	20.7	A	19.8	A	20.2	A	874	A	861	A	867	A	21.9	A	8.8	A	15.3	A	0.00	A
USGS	01104430	2014-09-19	27	A	20.4	A	19.7	A	20.0	A	873	A	867	A	870	A	13.5	A	5.2	A	9.9	A	0.00	A
USGS	01104430	2014-09-20	27	A	19.9	A	19.1	A	19.4	A	871	A	866	A	869	A	21.8	A	3.5	A	13.0	A	0.00	A
USGS	01104430	2014-09-21	14	A	20.4	A	19.1	A	19.5	A	894	A	867	A	877	A	25.6	A	14.7	A	19.9	A	0.17	A
USGS	01104430	2014-09-22	0.14	A	20.1	A	17.4	A	18.9	A	886	A	877	A	882	A	20.9	A	7.9	A	17.1	A	0.01	A
USGS	01104430	2014-09-23	16	A	19.2	A	16.3	A	18.1	A	882	A	870	A	876	A	19.7	A	5.2	A	12.2	A	0.00	A
USGS	01104430	2014-09-24	26	A	19.5	A	18.6	A	19.0	A	881	A	873	A	876	A	18.7	A	9.2	A	14.0	A	0.00	A
USGS	01104430	2014-09-25	26	A	19.2	A	18.7	A	18.9	A	881	A	876	A	878	A	16.8	A	10.1	A	13.5	A	0.00	A
USGS	01104430	2014-09-26	26	A	19.4	A	18.4	A	18.8	A	882	A	877	A	879	A	22.8	A	11.1	A	16.0	A	0.00	A
USGS	01104430	2014-09-27	25	A	19.2	A	18.6	A	18.9	A	882	A	877	A	879	A	26.3	A	11.1	A	17.7	A	0.00	A
USGS	01104430	2014-09-28	25	A	19.2	A	18.7	A	19.0	A	882	A	872	A	877	A	28.0	A	12.4	A	19.5	A	0.00	A
USGS	01104430	2014-09-29	25	A	20.6	A	19.0	A	19.6	A	885	A	868	A	876	A	24.2	A	14.3	A	18.1	A	0.00	A
USGS	01104430	2014-09-30	25	A	20.3	A	19.4	A	19.8	A	886	A	876	A	881	A	14.3	A	13.5	A	13.8	A	0.06	A
USGS	01104430	2014-10-01	20	A	19.4	A	18.5	A	19.0	A	888	A	878	A	882	A	14.4	A	14.0	A	14.2	A	0.57	A
USGS	01104430	2014-10-02	15	A	18.6	A	17.8	A	18.1	A	883	A	874	A	878	A	14.1	A	9.6	A	12.9	A	0.36	A
USGS	01104430	2014-10-03	15	A	18.0	A	17.5	A	17.7	A	881	A	874	A	878	A	14.2	A	8.8	A	11.7	A	0.01	A
USGS	01104430	2014-10-04	15	A	17.7	A	17.4	A	17.5	A	882	A	878	A	880	A	17.6	A	11.7	A	14.5	A	0.14	A
USGS	01104430	2014-10-05	15	A	17.5	A	16.9	A	17.2	A	883	A	878	A	880	A	16.5	A	5.7	A	11.4	A	0.00	A
USGS	01104430	2014-10-06	15	A	17.0	A	16.4	A	16.7	A	881	A	862	A	876	A	18.8	A	3.7	A	10.9	A	0.00	A
USGS	01104430	2014-10-07	15	A	16.8	A	16.5	A	16.6	A	868	A	853	A	863	A	22.5	A	11.0	A	16.7	A	0.01	A
USGS	01104430	2014-10-08	15	A	17.1	A	16.6	A	16.8	A	861	A	844	A	853	A	21.7	A	13.4	A	17.7	A	0.06	A
USGS	01104430	2014-10-09	15	A	16.9	A	16.4	A	16.7	A	848	A	827	A	834	A	17.8	A	6.6	A	12.3	A	0.00	A
USGS	01104430	2014-10-10	15	A	16.6	A	16.2	A	16.4	A	838	A	827	A	833	A	15.9	A	6.8	A	11.0	A	0.00	A
USGS	01104430	2014-10-11	15	A	16.4	A	15.7	A	16.0	A	834	A	826	A	831	A	10.2	A	6.3	A	8.1	A	0.25	A
USGS	01104430	2014-10-12	15	A	16.3	A	15.4	A	15.7	A	834	A	822	A	829	A	15.1	A	3.1	A	8.8	A	0.00	A
USGS	01104430	2014-10-13	15	A	15.7	A	15.3	A	15.5	A	832	A	824	A	828	A	16.5	A	2.7	A	10.5	A	0.00	A
USGS	01104430	2014-10-14	15	A	15.7	A	15.3	A	15.5	A	834	A	824	A	829	A	25.0	A	13.3	A	19.0	A	0.00	A
USGS	01104430	2014-10-15	15	A	16.1	A	15.6	A	15.8	A	834	A	823	A	830	A	26.8	A	14.2	A	19.8	A	0.00	A
USGS	01104430	2014-10-16	15	A	16.7	A	16.0	A	16.3	A	835	A	828	A	832	A	22.4	A	16.5	A	19.9	A	0.47	A
USGS	01104430	2014-10-17	15	A	16.7	A	16.1	A	16.5	A	835	A	827	A	831	A	22.3	A	14.2	A	17.3	A	0.00	A
USGS	01104430	2014-10-18	15	A	16.9	A	16.4	A	16.6	A	839	A	827	A	834	A	21.8	A	12.1	A	15.8	A	0.22	A
USGS	01104430	2014-10-19	15	A	16.7	A	16.1	A	16.5	A	838	A	829	A	834	A	12.3	A	5.9	A	10.2	A	0.00	A
USGS	01104430	2014-10-20	15	A	16.1	A	15.3	A	15.6	A							14.1	A	0.8	A	7.5	A	0.00	A
USGS	01104430	2014-10-21	15	A	15.7	A	15.1	A	15.4	A	827	A	824	A	825	A	17.5	A	7.0	A	11.8	A	0.03	A
USGS	01104430	2014-10-22	15	A	15.5	A	14.2	A	14.9	A	827	A	820	A	824	A	13.0	A	10.1	A	11.0	A	0.55	A
USGS	01104430	2014-10-23	12	A	14.2	A	13.7	A	13.9	A	821	A	798	A	809	A	12.7	A	9.2	A	10.8	A	2.12	A
USGS	01104430	2014-10-24	8.9	A	13.8	A	13.4	A	13.6	A	801	A	798	A	799	A	11.9	A	6.9	A	10.3	A	0.08	A
USGS	01104430	2014-10-25	9.0	A	13.5	A	13.2	A	13.3	A	800	A	796	A	798	A	18.2	A	6.1	A	11.2	A	0.00	A
USGS	01104430	2014-10-26	9.0	A	13.3	A	13.0	A	13.2	A	801	A	798	A	800	A	14.2	A	4.6	A	10.8	A	0.00	A
USGS	01104430	2014-10-27	9.0	A	13.4	A	12.7	A	13.0	A	804	A	797	A	801	A	16.7	A	3.8	A	9.4	A	0.00	A
USGS	01104430	2014-10-28	9.0	A	13.6	A	12.6	A	13.0	A	806	A	802	A	803	A	20.4	A	3.5	A	10.6	A	0.00	A
USGS	01104430	2014-10-29	9.0	A	13.3	A	12.9	A	13.1	A	807	A	803	A	805	A	23.3	A	8.7	A	14.2	A	0.10	A
USGS	01104430	2014-10-30	9.0	A	13.1	A	12.7	A	12.9	A	808	A	803	A	805	A	14.0	A	3.6	A	8.4	A	0.00	A
USGS	01104430	2014-10-31	8.9	A	12.8	A	12.5	A	12.6	A	810	A	803	A	807	A	11.4	A	3.0	A	8.2	A	0.00	A
USGS	01104430	2014-11-01	8.7	A	12.5	A	11.4	A	12.0	A	811	A	805	A	808	A	8.6	A	4.2	A	6.2	A	0.47	A
USGS	01104430	2014-11-02	8.7	A	11.5	A	10.0	A	10.8	A	808	A	803	A	806	A	5.2	A	1.4	A	4.2	A	0.17	A
USGS	01104430	2014-11-03	8.7	A	10.2	A	9.5	A	9.8	A	808	A	802	A	805	A	11.3	A	0.9	A	4.8	A	0.00	A
USGS	01104430	2014-11-04	8.7	A	9.7	A	9.3	A	9.5	A	809	A	803	A	806	A	16.7	A	0.0	A	9.0	A	0.00	A
USGS	01104430	2014-11-05	8.7	A	9.5	A	9.2	A	9.3	A	810	A	805	A	808	A	18.4	A	3.8	A	11.0	A	0.00	A
USGS	01104430	2014-11-06	8.8	A	9.4	A	9.2	A	9.3	A	811	A	805	A	809	A	9.7	A	4.1	A	7.8	A	0.46	A
USGS	01104430	2014-11-07	8.7	A	9.5	A	9.0	A	9.3	A	814	A	806	A	809	A	8.9	A	2.8	A	6.7	A	0.02	A
USGS	01104430	2014-11-08	8.7	A	9.1	A	8.7	A	8.8	A	812	A	806	A	809	A	8.8	A	0.8	A	3.8	A	0.00	A
USGS	01104430	2014-11-09	8.7	A	9.0	A	8.6	A	8.7	A	815	A	809	A	812	A	12.7	A	0.5	A	6.2	A	0.00	A
USGS	01104430	2014-11-10	8.7	A	8.7	A	8.5	A	8.6	A	818	A	810	A	814	A	15.0	A	-0.8	A	5.6	A	0.00	A
USGS	01104430	2014-11-11	8.7	A	8.7	A	8.3	A	8.5	A	820	A	812	A	817	A	17.3	A	1.0	A	8.9	A	0.00	A
USGS	01104430	2014-11-12	8.7	A	9.0	A	8.7	A	8.9	A	823	A	817	A	820	A	16.5	A	4.5	A	11.9	A	0.00	A
USGS	01104430	2014-11-13	8.7	A	9.0	A	8.5	A	8.8	A	825	A	820	A	822	A	9.6	A	-0.2	A	5.1	A	0.12	A
USGS	01104430	2014-11-14	8.7	A	8.8	A	8.4	A	8.6	A	825	A	820	A	823	A	5.6	A	-3.0	A	1.5	A	0.21	A
USGS	01104430	2014-11-15	8.7	A	8.4	A	7.9	A	8.2	A	826	A	822	A	824	A	3.8	A	-4.5	A	-1.2	A	0.00	A
USGS	01104430	2014-11-16	8.7	A	8.0	A	7.6	A	7.7	A	825	A	822	A	824	A	5.5	A	-5.6	A	0.7	A	0.00	A
USGS	01104430	2014-11-17	8.8	A	7.7	A	7.4	A	7.5	A	826	A	814	A	821	A	5.6	A	2.0	A	3.8	A	1.43	A
USGS	01104430	2014-11-18	8.7	A	7.4	A	6.9	A	7.2	A	821	A	817	A	819	A	4.7	A	-3.8	A	0.6	A	0.00	A
USGS	01104430	2014-11-19	8.7	A	6.9	A	6.1	A	6.5	A	822	A	818	A	820	A	2.2	A	-5.4	A	-2.2	A	0.00	A
USGS	01104430	2014-11-20	8.7	A	6.2	A	5.6	A	5.9	A	823	A	819	A	821	A	8.2	A	-3.2	A	1.6	A	0.00	A
USGS	01104430	2014-11-21	8.7	A	5.6	A	5.1	A	5.3	A	824	A	819	A	821	A	1.0	A	-4.7	A	-1.8	A	0.00	A
USGS	01104430	2014-11-22	8.6	A	5.1	A	4.8	A	4.9	A	824	A	820	A	822	A	6.6	A	-6.1	A	0.5	A	0.00	A
USGS	01104430	2014-11-23	8.5	A	4.9	A	4.5	A	4.7	A	826	A	822	A	823	A	15.0	A	1.5	A	7.7	A	0.00	A
USGS	01104430	2014-11-24	8.5	A	5.0	A	4.5	A	4.7	A	828	A	823	A	825	A	18.2	A	1.6	A	13.7	A	0.28	A
USGS	01104430	2014-11-25	6.0	A	5.4	A	4.9	A	5.3	A	829	A	825	A	827	A	16.6	A	3.1	A	11.8	A	0.00	A
USGS	01104430	2014-11-26	3.2	A	5.4	A	4.2	A	5.1	A	829	A	817	A	825	A	6.3	A	0.1	A	2.9	A	0.40	A
USGS	01104430	2014-11-27	3.2	A	4.7	A	4.0	A	4.4	A	823	A	815	A	820	A	2.1	A	-1.4	A	0.5	A	0.24	A
USGS	01104430	2014-11-28	3.2	A	4.4	A	4.1	A	4.2	A	824	A	819	A	821	A	1.3	A	-6.6	A	-1.7	A	0.03	A
USGS	01104430	2014-11-29	1.5	A	4.5	A	3.8	A	4.1	A	842	A	820	A	827	A	1.2	A	-8.0	A	-3.7	A	0.01	A
USGS	01104430	2014-11-30	0.09	A	5.8	A	4.1	A	5.1	A	861	A	840	A	853	A	13.4	A	-1.3	A	6.6	A	0.55	A
USGS	01104430	2014-12-01	0.09	A	6.8	A	5.3	A	5.9	A	865	A	839	A	853	A	16.7	A	3.6	A	9.4	A	0.34	A
USGS	01104430	2014-12-02	0.08	A	5.7	A	4.8	A	5.1	A	853	A	834	A	845	A	3.6	A	0.0	A	1.7	A	0.14	A
USGS	01104430	2014-12-03	0.09	A	6.0	A	5.0	A	5.5	A	836	A	807	A	828	A	9.6	A	1.3	A	5.2	A	0.44	A
USGS	01104430	2014-12-04	0.08	A	5.4	A	4.2	A	4.8	A	837	A	828	A	832	A	5.7	A	-2.6	A	1.7	A	0.00	A
USGS	01104430	2014-12-05	0.08	A	4.6	A	3.4	A	4.2	A	832	A	822	A	829	A	4.5	A	-5.4	A	-0.1	A	0.17	A
USGS	01104430	2014-12-06	0.11	A	5.3	A	4.6	A	5.0	A	822	A	557	A	730	A	5.5	A	1.9	A	3.2	A	1.03	A
USGS	01104430	2014-12-07	0.11	A	5.0	A	2.9	A	4.3	A	811	A	553	A	740	A	2.4	A	-6.6	A	-0.4	A	0.09	A
USGS	01104430	2014-12-08	0.10	A	2.9	A	2.5	A	2.7	A	816	A	810	A	812	A	-3.7	A	-8.3	A	-6.2	A	0.00	A
USGS	01104430	2014-12-09	0.31	A	5.0	A	2.5	A	3.3	A	846	A	485	A	715	A	8.1	A	-3.7	A	2.3	A	2.26	A
USGS	01104430	2014-12-10	0.22	A	5.4	A	4.8	A	5.0	A	800	A	642	A	754	A	5.0	A	2.7	A	3.4	A	0.19	A
USGS	01104430	2014-12-11	0.20	A	5.1	A	4.1	A	4.6	A	810	A	792	A	799	A	2.8	A	-0.4	A	0.9	A	0.10	A
USGS	01104430	2014-12-12	0.18	A	4.8	A	3.7	A	4.1	A	818	A	807	A	812	A	3.3	A	-1.8	A	0.5	A	0.01	A
USGS	01104430	2014-12-13	0.18	A	4.1	A	2.9	A	3.5	A	812	A	804	A	808	A	4.9	A	-1.2	A	1.4	A	0.00	A
USGS	01104430	2014-12-14	0.19	A	3.7	A	2.7	A	3.1	A	808	A	801	A	804	A	6.8	A	-1.7	A	1.5	A	0.00	A
USGS	01104430	2014-12-15	0.20	A	3.6	A	2.6	A	3.0	A	810	A	799	A	803	A	5.3	A	-3.3	A	0.0	A	0.00	A
USGS	01104430	2014-12-16	0.20	A	3.8	A	3.0	A	3.4	A	805	A	799	A	802	A	5.0	A	-1.8	A	2.5	A	0.00	A
USGS	01104430	2014-12-17	0.23	A	4.2	A	3.2	A	3.6	A	806	A	747	A	783	A	8.4	A	3.7	A	5.6	A	0.36	A
USGS	01104430	2014-12-18	0.22	A	4.2	A	3.2	A	3.6	A	809	A	794	A	801	A	5.8	A	1.2	A	3.6	A	0.05	A
USGS	01104430	2014-12-19	0.21	A	3.3	A	2.2	A	2.9	A	800	A	794	A	796	A	2.4	A	-2.6	A	0.4	A	0.00	A
USGS	01104430	2014-12-20	0.20	A	2.4	A	1.9	A	2.2	A	798	A	795	A	797	A	0.9	A	-4.4	A	-1.1	A	0.00	A
USGS	01104430	2014-12-21	0.20	A	2.6	A	2.1	A	2.4	A	798	A	795	A	796	A	0.8	A	-1.6	A	0.0	A	0.00	A
USGS	01104430	2014-12-22	0.21	A	2.9	A	2.2	A	2.5	A	797	A	790	A	795	A	4.5	A	0.2	A	2.3	A	0.04	A
USGS	01104430	2014-12-23	4.5	A	3.0	A	2.2	A	2.6	A	794	A	778	A	785	A	6.9	A	2.3	A	5.5	A	0.23	A
USGS	01104430	2014-12-24	7.2	A	2.9	A	2.6	A	2.7	A	781	A	775	A	779	A	6.2	A	3.9	A	5.1	A	0.45	A
USGS	01104430	2014-12-25	7.2	A	3.2	A	2.8	A	3.0	A	778	A	774	A	776	A	15.0	A	5.5	A	9.5	A	0.12	A
USGS	01104430	2014-12-26	7.2	A	3.4	A	3.1	A	3.2	A	779	A	775	A	777	A	9.5	A	-1.1	A	3.6	A	0.00	A
USGS	01104430	2014-12-27	7.3	A	3.6	A	3.2	A	3.4	A	778	A	775	A	777	A	11.2	A	-1.6	A	3.4	A	0.00	A
USGS	01104430	2014-12-28	7.4	A	3.7	A	3.4	A	3.5	A	778	A	775	A	776	A	10.8	A	3.5	A	7.5	A	0.02	A
USGS	01104430	2014-12-29	7.4	A	3.7	A	3.3	A	3.5	A	779	A	775	A	777	A	5.0	A	-3.9	A	0.5	A	0.00	A
USGS	01104430	2014-12-30	7.4	A	3.3	A	2.4	A	2.8	A	781	A	774	A	777	A	-1.8	A	-8.5	A	-4.8	A	0.00	A
USGS	01104430	2014-12-31	7.4	A	3.2	A	2.9	A	3.0	A	785	A	775	A	779	A	-1.4	A	-10.7	A	-6.7	A	0.00	A
USGS	01104430	2015-01-01	7.4	A	3.3	A	3.0	A	3.2	A	785	A	778	A	782	A	0.1	A	-10.3	A	-4.3	A	0.00	A
USGS	01104430	2015-01-02	7.4	A	3.3	A	3.0	A	3.1	A	787	A	781	A	784	A	4.6	A	-3.6	A	0.5	A	0.00	A
USGS	01104430	2015-01-03	7.4	A	3.1	A	2.6	A	2.9	A	785	A	781	A	783	A	1.4	A	-5.6	A	-2.5	A	0.24	A
USGS	01104430	2015-01-04	7.6	A	2.9	A	2.5	A	2.7	A	784	A	780	A	782	A	9.0	A	1.0	A	3.7	A	1.06	A
USGS	01104430	2015-01-05	7.7	A	3.0	A	2.6	A	2.8	A	784	A	779	A	782	A	7.6	A	-9.2	A	-0.7	A	0.00	A
USGS	01104430	2015-01-06	7.7	A	2.9	A	2.3	A	2.6	A	782	A	775	A	778	A	-8.4	A	-12.8	A	-9.8	A	0.00	A
USGS	01104430	2015-01-07	7.7	A	2.5	A	2.2	A	2.4	A	783	A	775	A	778	A	-4.8	A	-16.5	A	-9.9	A	0.00	A
USGS	01104430	2015-01-08	7.7	A	2.5	A	2.3	A	2.4	A	784	A	777	A	780	A	-7.9	A	-19.6	A	-13.5	A	0.00	A
